"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CZPWQ2Y9","journalArticle","2024","Xie, Xudong; Cheng, Peng; Hu, Liangcong; Zhou, Wu; Zhang, Detai; Knoedler, Samuel; Liu, Guodong; Xiong, Yuan; Xue, Hang; Hu, Yiqiang; Kern, Barbara; Obed, Doha; Panayi, Adriana C.; Chen, Lang; Yan, Chenchen; Lin, Ze; Dai, Guandong; Mi, Bobin; Zhang, Yingze; Liu, Guohui","Bone-targeting engineered small extracellular vesicles carrying anti-miR-6359-CGGGAGC prevent valproic acid-induced bone loss","Signal Transduction and Targeted Therapy","","2059-3635","10.1038/s41392-023-01726-8","","The clinical role and underlying mechanisms of valproic acid (VPA) on bone homeostasis remain controversial. Herein, we confirmed that VPA treatment was associated with decreased bone mass and bone mineral density (BMD) in both patients and mice. This effect was attributed to VPA-induced elevation in osteoclast formation and activity. Through RNA-sequencing, we observed a significant rise in precursor miR-6359 expression in VPA-treated osteoclast precursors in vitro, and further, a marked upregulation of mature miR-6359 (miR-6359) in vivo was demonstrated using quantitative real-time PCR (qRT-PCR) and miR-6359 fluorescent in situ hybridization (miR-6359-FISH). Specifically, the miR-6359 was predominantly increased in osteoclast precursors and macrophages but not in neutrophils, T lymphocytes, monocytes and bone marrow-derived mesenchymal stem cells (BMSCs) following VPA stimulation, which influenced osteoclast differentiation and bone-resorptive activity. Additionally, VPA-induced miR-6359 enrichment in osteoclast precursors enhanced reactive oxygen species (ROS) production by silencing the SIRT3 protein expression, followed by activation of the MAPK signaling pathway, which enhanced osteoclast formation and activity, thereby accelerating bone loss. Currently, there are no medications that can effectively treat VPA-induced bone loss. Therefore, we constructed engineered small extracellular vesicles (E-sEVs) targeting osteoclast precursors in bone and naturally carrying anti-miR-6359 by introducing of EXOmotif (CGGGAGC) in the 3'-end of the anti-miR-6359 sequence. We confirmed that the E-sEVs exhibited decent bone/osteoclast precursor targeting and exerted protective therapeutic effects on VPA-induced bone loss, but not on ovariectomy (OVX) and glucocorticoid-induced osteoporotic models, deepening our understanding of the underlying mechanism and treatment strategies for VPA-induced bone loss.","2024-01-22","2024-01-26 18:49:51","2024-01-26 18:49:51","","24","","1","9","","Signal Transduct Target Ther","","","","","","","","eng","","","","","PubMed","","PMID: 38246920 PMCID: PMC10800355","","C:\Users\trent\Zotero\storage\IQFK2CB4\Xie et al. - 2024 - Bone-targeting engineered small extracellular vesi.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/38246920","","Animals; Antagomirs; Extracellular Vesicles; Female; Humans; In Situ Hybridization, Fluorescence; Mice; MicroRNAs; Valproic Acid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWCLTL5X","journalArticle","2023","Wang, Jinjin; Wang, Yazheng; Li, Yi; He, Yide; Song, Wen; Wang, Qintao; Zhang, Yumei; He, Chenyang","Unique regulation of TiO2 nanoporous topography on macrophage polarization via MSC-derived exosomes","Regenerative Biomaterials","","2056-3418","10.1093/rb/rbad012","","The comprehensive recognition of communications between bone marrow mesenchymal stem cells (bm-MSCs) and macrophages in the peri-implant microenvironment is crucial for implantation prognosis. Our previous studies have clarified the indirect influence of Ti surface topography in the osteogenic differentiation of bm-MSCs through modulating macrophage polarization. However, cell communication is commutative and multi-directional. As the immune regulatory properties of MSCs have become increasingly prominent, whether bm-MSCs could also play an immunomodulatory role on macrophages under the influence of Ti surface topography is unclear. To further illuminate the communications between bm-MSCs and macrophages, the bm-MSCs inoculated on Ti with nanoporous topography were indirectly co-cultured with macrophages, and by blocking exosome secretion or extracting the purified exosomes to induce independently, we bidirectionally confirmed that under the influence of TiO2 nanoporous topography with 80-100 nm tube diameters, bm-MSCs can exert immunomodulatory effects through exosome-mediated paracrine actions and induce M1 polarization of macrophages, adversely affecting the osteogenic microenvironment around the implant. This finding provides a reference for the optimal design of the implant surface topography for inducing better bone regeneration.","2023","2024-01-26 18:49:51","2024-01-26 18:49:51","","rbad012","","","10","","Regen Biomater","","","","","","","","eng","","","","","PubMed","","PMID: 36915712 PMCID: PMC10008081","","C:\Users\trent\Zotero\storage\93P353I6\Wang et al. - 2023 - Unique regulation of TiO2 nanoporous topography on.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/36915712","","bone marrow mesenchymal stem cell; exosome; immunomodulatory effect; macrophage; nanoporous topography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVUTIY48","journalArticle","2023","Shi, Wentao; Gao, Yan; Wu, Yiqing; Tang, Yushi; Bian, Lu; Que, Yunduan; Lv, Long; Xu, Bai; Tang, Hong; Lu, Xiaojie; Wang, Qing","Human nasal mucosa ectomesenchymal stem cells derived extracellular vesicles loaded omentum/chitosan composite scaffolds enhance skull defects regeneration","International Journal of Biological Macromolecules","","1879-0003","10.1016/j.ijbiomac.2023.125924","","Engineered bone tissue that can promote osteogenic differentiation is considered an ideal substitute for materials to heal bone defects. Extracellular vesicle (EV)-based cell-free regenerative therapies represent an emerging promising alternative for bone tissue engineering. We hypothesized that EVs derived from human nasal mucosa-derived ectomesenchymal stem cells (hEMSCs) can promote bone tissue regeneration. Herein, hEMSCs were cultured with osteogenic induction medium or normal medium to generate two types of EVs. We first demonstrated that the two EVs exhibited strong potential to promote rat suture mesenchymal stem cell (SMSC) osteogenesis by transferring TG2 to SMSCs and regulating extracellular matrix (ECM) synthesis. Next, we developed a composite hydrogel made of porcine omentum and chitosan into which EVs were adsorbed to enable the effective delivery of EVs with sustained release kinetics. Implantation of the EV-loaded hydrogels in a critical-size rat cranial defect model significantly promoted bone regeneration. Therefore, we suggest that our hEMSC-derived EV-loading system can serve as a new therapeutic paradigm for promoting bone tissue regeneration in the clinic.","2023-09-01","2024-01-26 18:49:51","2024-01-26 18:49:51","","125924","","","248","","Int J Biol Macromol","","","","","","","","eng","","","","","PubMed","","PMID: 37481184","","","http://www.ncbi.nlm.nih.gov/pubmed/37481184","","Animals; Bone defect; Chitosan; EVs; Extracellular Vesicles; Humans; Hydrogels; Mesenchymal Stem Cells; Nasal Mucosa; Omentum; Osteogenesis; Rats; Skull; Swine; TG2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RP8T324J","journalArticle","2020","Wong, Keng Lin; Zhang, Shipin; Wang, Ming; Ren, Xiafei; Afizah, Hassan; Lai, Ruenn Chai; Lim, Sai Kiang; Lee, Eng Hin; Hui, James Hoi Po; Toh, Wei Seong","Intra-Articular Injections of Mesenchymal Stem Cell Exosomes and Hyaluronic Acid Improve Structural and Mechanical Properties of Repaired Cartilage in a Rabbit Model","Arthroscopy: The Journal of Arthroscopic & Related Surgery: Official Publication of the Arthroscopy Association of North America and the International Arthroscopy Association","","1526-3231","10.1016/j.arthro.2020.03.031","","PURPOSE: To compare the efficacy of mesenchymal stem cell (MSC) exosomes with hyaluronic acid (HA) against HA alone for functional cartilage regeneration in a rabbit osteochondral defect model. METHODS: Critical-size osteochondral defects (4.5-mm diameter and 1.5-mm depth) were created on the trochlear grooves in the knees of 18 rabbits and were randomly allocated to 2 treatment groups: (1) exosomes and HA combination and (2) HA alone. Three 1-mL injections of either exosomes and HA or HA alone were administered intra-articularly immediately after surgery and thereafter at 7 and 14 days after surgery. At 6 and 12 weeks, gross evaluation, histologic and immunohistochemical analysis, and scoring were performed. The functional biomechanical competence of the repaired cartilage also was evaluated. RESULTS: Compared with defects treated with HA, defects treated with exosomes and HA showed significant improvements in macroscopic scores (P = .032; P = .001) and histologic scores (P = .005; P < .001) at 6 and 12 weeks, respectively. Defects treated with exosomes and HA also demonstrated improvements in mechanical properties compared with HA-treated defects, with significantly greater Young's moduli (P < .05) and stiffness (P < .05) at 6 and 12 weeks. By 12 weeks, the newly-repaired tissues in defects treated with exosomes and HA composed mainly of hyaline cartilage that are mechanically and structurally superior to that of HA-treated defects and demonstrated mechanical properties that approximated that of adjacent native cartilage (P > .05). In contrast, HA-treated defects showed some repair at 6 weeks, but this was not sustained, as evidenced by significant deterioration of histologic scores (P = .002) and a plateau in mechanical properties from 6 to 12 weeks. CONCLUSIONS: This study shows that the combination of MSC exosomes and HA administered at a clinically acceptable frequency of 3 intra-articular injections can promote sustained and functional cartilage repair in a rabbit post-traumatic cartilage defect model, when compared with HA alone. CLINICAL RELEVANCE: Human MSC exosomes and HA administered in combination promote functional cartilage repair and may represent a promising cell-free therapy for cartilage repair in patients.","2020-08","2024-01-26 18:49:51","2024-01-26 18:49:51","","2215-2228.e2","","8","36","","Arthroscopy","","","","","","","","eng","","","","","PubMed","","PMID: 32302651","","","http://www.ncbi.nlm.nih.gov/pubmed/32302651","","Animals; Cartilage Diseases; Cartilage, Articular; Elastic Modulus; Exosomes; Female; Humans; Hyaluronic Acid; Injections, Intra-Articular; Mesenchymal Stem Cell Transplantation; Mesenchymal Stem Cells; Rabbits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8U43CY9C","journalArticle","2022","Zhang, Shipin; Wong, Keng Lin; Ren, Xiafei; Teo, Kristeen Ye Wen; Afizah, Hassan; Choo, Andre Boon Hwa; Lai, Ruenn Chai; Lim, Sai Kiang; Hui, James Hoi Po; Toh, Wei Seong","Mesenchymal Stem Cell Exosomes Promote Functional Osteochondral Repair in a Clinically Relevant Porcine Model","The American Journal of Sports Medicine","","1552-3365","10.1177/03635465211068129","","BACKGROUND: Previous studies have reported the efficacy of human mesenchymal stem cell (MSC) exosomes for the repair of osteochondral defects in rats and rabbits. However, the safety and efficacy of MSC exosomes remain to be validated in a clinically relevant large animal model. PURPOSE: To validate the safety and efficacy of human MSC exosomes for osteochondral repair in a clinically relevant micropig model. STUDY DESIGN: Controlled laboratory study. METHODS: Bilateral osteochondral defects (6-mm diameter and 1-mm depth) were surgically created in the medial femoral condyles in knees of 12 micropigs. The pigs then received 2-mL intra-articular injections of MSC exosomes and hyaluronic acid (HA) (Exosome+HA) or HA alone after surgery and thereafter at 8 and 15 days. Osteochondral repair was assessed by magnetic resonance imaging (MRI) at 15 days and at 2 and 4 months after surgery as well as by macroscopic, histological, biomechanical, and micro-computed tomography (micro-CT) analyses at 4 months after surgery. RESULTS: Exosome+HA-treated defects demonstrated significantly better MRI scores than HA-treated defects at 15 days and at 2 and 4 months. Additionally, Exosome+HA-treated defects demonstrated functional cartilage and subchondral bone repair, with significantly better macroscopic and histological scores and biomechanical properties (Young modulus and stiffness) than HA-treated defects at 4 months. Micro-CT further showed significantly higher bone volume and trabecular thickness in the subchondral bone of Exosome+HA-treated defects than that of HA-treated defects. Importantly, no adverse response or major systemic alteration was observed in any of the animals. CONCLUSION: This study shows that the combination of MSC exosomes and HA administered at a clinically acceptable frequency of 3 weekly intra-articular injections can promote functional cartilage and subchondral bone repair, with significantly improved morphological, histological, and biomechanical outcomes in a clinically relevant porcine model. CLINICAL RELEVANCE: Our findings provide a robust scientific rationale to support a phase 1/2 clinical trial to test MSC exosomes in patients with osteochondral lesions.","2022-03","2024-01-26 18:49:51","2024-01-26 18:49:51","","788-800","","3","50","","Am J Sports Med","","","","","","","","eng","","","","","PubMed","","PMID: 35099327","","","http://www.ncbi.nlm.nih.gov/pubmed/35099327","","Animals; articular cartilage; bone; Cartilage, Articular; exosomes; Exosomes; extracellular vesicles; Humans; Hyaluronic Acid; mesenchymal stem cells; Mesenchymal Stem Cells; Rabbits; Rats; regeneration; Swine; X-Ray Microtomography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUBL4UZ6","journalArticle","2019","Zhang, Y.; Shi, S.; Xu, Q.; Zhang, Q.; Shanti, R. M.; Le, A. D.","SIS-ECM Laden with GMSC-Derived Exosomes Promote Taste Bud Regeneration","Journal of Dental Research","","1544-0591","10.1177/0022034518804531","","Oral cancer has a high annual incidence rate all over the world, and the tongue is the most frequently affected anatomic structure. The current standard care is ablative surgery of malignant neoplasm, followed by tongue reconstruction with free flap. However, such reconstructive modalities with postsurgery radiotherapy or chemotherapy can hardly support the functional recovery of the tongue-particularly, functional taste bud regeneration-in reconstructed areas, thus seriously affecting patients' prognosis and life quality. Using a critical-sized tongue defect model in rats, we show that combinatory transplantation of small intestinal submucosa-extracellular matrix (SIS-ECM) with gingival mesenchymal stem cells (GMSCs) or their derivative exosomes promoted tongue lingual papillae recovery and taste bud regeneration as evidenced by increased expression of CK14, CK8, and markers for type I, II, and III taste bud cells (NTPdase 2, PLC-β2, and AADC, respectively). In addition, our results indicate that GMSCs or their derivative exosomes could increase BDNF expression, a growth factor that plays an important role in the proliferation and differentiation of epithelial basal progenitor cells into taste bud cells. Meanwhile, we showed an elevated expression level of Shh-which is essential for development, homeostasis, and maintenance of the taste bud organ-in wounded areas of the tongue among animals treated with GMSC/SIS-ECM or exosome/SIS-ECM as compared with SIS-ECM control. Moreover, our data show that GMSCs or their derivative exosomes promoted innervation of regenerated taste buds, as evidenced by elevated expressions of neurofilament and P2X3 at the injury areas. Together, our findings indicate that GMSC/SIS-ECM and exosome/SIS-ECM constructs can facilitate taste bud regeneration and reinnervation with promising potential application in postsurgery tongue reconstruction of patients with tongue cancer.","2019-02","2024-01-26 18:49:51","2024-01-26 18:49:51","","225-233","","2","98","","J Dent Res","","","","","","","","eng","","","","","PubMed","","PMID: 30335555","","","http://www.ncbi.nlm.nih.gov/pubmed/30335555","","Animals; BDNF; Exosomes; Extracellular Matrix; extracellular vesicle; GMSCs; Humans; innervation; Rats; Regeneration; regenerative medicine; SIS-ECM construct; Taste; Taste Buds; Tissue Engineering; Tongue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IAJDGY2","journalArticle","2020","Eichholz, Kian F.; Woods, Ian; Riffault, Mathieu; Johnson, Gillian P.; Corrigan, Michele; Lowry, Michelle C.; Shen, Nian; Labour, Marie-Noelle; Wynne, Kieran; O'Driscoll, Lorraine; Hoey, David A.","Human bone marrow stem/stromal cell osteogenesis is regulated via mechanically activated osteocyte-derived extracellular vesicles","Stem Cells Translational Medicine","","2157-6580","10.1002/sctm.19-0405","","Bone formation or regeneration requires the recruitment, proliferation, and osteogenic differentiation of stem/stromal progenitor cells. A potent stimulus driving this process is mechanical loading. Osteocytes are mechanosensitive cells that play fundamental roles in coordinating loading-induced bone formation via the secretion of paracrine factors. However, the exact mechanisms by which osteocytes relay mechanical signals to these progenitor cells are poorly understood. Therefore, this study aimed to demonstrate the potency of the mechanically stimulated osteocyte secretome in driving human bone marrow stem/stromal cell (hMSC) recruitment and differentiation, and characterize the secretome to identify potential factors regulating stem cell behavior and bone mechanobiology. We demonstrate that osteocytes subjected to fluid shear secrete a distinct collection of factors that significantly enhance hMSC recruitment and osteogenesis and demonstrate the key role of extracellular vesicles (EVs) in driving these effects. This demonstrates the pro-osteogenic potential of osteocyte-derived mechanically activated extracellular vesicles, which have great potential as a cell-free therapy to enhance bone regeneration and repair in diseases such as osteoporosis.","2020-11","2024-01-26 18:49:51","2024-01-26 18:49:51","","1431-1447","","11","9","","Stem Cells Transl Med","","","","","","","","eng","","","","","PubMed","","PMID: 32672416 PMCID: PMC7581449","","C:\Users\trent\Zotero\storage\9IEQISP9\Eichholz et al. - 2020 - Human bone marrow stemstromal cell osteogenesis i.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/32672416","","Animals; bone; Bone Marrow; Cell Differentiation; extracellular vesicle; Extracellular Vesicles; Humans; marrow stem cell; mechanobiology; Mesenchymal Stem Cells; Mice; Osteocytes; Osteogenesis; proteomics; Proteomics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLKB4PHL","journalArticle","2023","Lai, Shuang; Deng, Li; Liu, Cong; Li, Xinlun; Fan, Liyuan; Zhu, Yushu; Yang, Yiling; Mu, Yandong","Bone marrow mesenchymal stem cell-derived exosomes loaded with miR-26a through the novel immunomodulatory peptide DP7-C can promote osteogenesis","Biotechnology Letters","","1573-6776","10.1007/s10529-023-03376-w","","PURPOSE: As small bioactive molecules, exosomes can deliver osteogenesis-related miRNAs to target cells and promote osteogenesis. This study aimed to investigate miR-26a as a therapeutic cargo to be loaded into bone marrow stromal cell exosomes through a novel immunomodulatory peptide (DP7-C). METHODS: After transfecting BMSCs with DP7-C as a transfection agent, exosomes were extracted by ultracentrifugation from the culture supernatant of miR-26a-modified BMSCs. We then characterized and identified the engineered exosomes. The effect of the engineered exosomes on osteogenesis was then evaluated in vitro and in vivo, including transwell, wound healing, modified alizarin red staining, western blot, real-time quantitative PCR, and experimental periodontitis assays. Bioinformatics and data analyses were conducted to investigate the role of miR-26a in bone regeneration. RESULTS: The DP7-C/miR-26a complex successfully transfected miR-26a into BMSCs and stimulated them to release more than 300 times the amount of exosomes overexpressing miR-26a compared with the ExoNC group. Furthermore, exosomes loaded with miR-26a could enhance proliferation, migration, and osteogenic differentiation of BMSCs in vitro compared with the ExoNC and blank groups. In vivo, the ExomiR-26a group inhibited the destruction of periodontitis compared with the ExoNC and blank groups, as revealed by HE staining. Micro-CT indicated that treatment of ExomiR-26a increased the percent bone volume and the bone mineral density compared with those of the ExoNC (P < 0.05) and blank groups (P < 0.001). Target gene analysis indicated that the osteogenic effect of miR-26a is related to the mTOR pathway. CONCLUSION: miR-26a can be encapsulated into exosomes through DP7-C. Exosomes loaded with miR-26a can promote osteogenesis and inhibit bone loss in experimental periodontitis and serve as the foundation for a novel treatment strategy.","2023-07","2024-01-26 18:49:51","2024-01-26 18:49:51","","905-919","","7","45","","Biotechnol Lett","","","","","","","","eng","","","","","PubMed","","PMID: 37195490","","; C:\Users\trent\Zotero\storage\K8YGJ4EH\Lai et al. - 2023 - Bone marrow mesenchymal stem cell-derived exosomes.pdf","http://www.ncbi.nlm.nih.gov/pubmed/37195490","","Cell Differentiation; DP7-C; Exosomes; Mesenchymal Stem Cells; MicroRNAs; miR-26a; Osteogenesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCVBPBSV","journalArticle","2020","Shi, Youxing; Kang, Xia; Wang, Yunjiao; Bian, Xuting; He, Gang; Zhou, Mei; Tang, Kanglai","Exosomes Derived from Bone Marrow Stromal Cells (BMSCs) Enhance Tendon-Bone Healing by Regulating Macrophage Polarization","Medical Science Monitor: International Medical Journal of Experimental and Clinical Research","","1643-3750","10.12659/MSM.923328","","BACKGROUND Inflammation after tendon-bone junction injury results in the formation of excessive scar tissue and poor biomechanical properties. Recent research has shown that exosomes derived from bone marrow stromal cells (BMSCs) can modulate inflammation during tissue healing. Thus, our study aimed to enhance tendon-bone healing by use of BMSC-derived exosomes (BMSC-Exos). MATERIAL AND METHODS The mouse tendon-bone reconstruction model was established, and the mice were randomly divided into 3 groups: the control group, the hydrogel group, and the hydrogel+exosome group, with 30 mice in each group. At 7 days, 14 days, and 1 month after surgery, tendon-bone junction samples were harvested, and the macrophage polarization and tendon-bone healing were evaluated based on histology, immunofluorescence, and quantitative RT-PCR (qRT-PCR) analysis. RESULTS In the early phase, we observed significantly higher numbers of M2 macrophages and more anti-inflammatory and chondrogenic-related factors in the hydrogel+BMSC-Exos group compared with the control group and the hydrogel group. The M1 macrophages and related proinflammatory factors decreased. Cell apoptosis decreased in the hydrogel+BMSC-Exos group, while cell proliferation increased; in particular, the CD146+ stem cells substantially increased. At 1 month after surgery, there was more fibrocartilage in the hydrogel+BMSC-Exos group than in the other groups. Biomechanical testing showed that the maximum force, strength, and elastic modulus were significantly improved in the hydrogel+BMSC-Exos group. CONCLUSIONS Our study provides evidence that the local administration of BMSC-Exos promotes the formation of fibrocartilage by increasing M2 macrophage polarization in tendon-to-bone healing, leading to improved biomechanical properties. These findings provide a basis for the potential clinical use of BMSC-Exos in tendon-bone repair.","2020-05-05","2024-01-26 18:49:51","2024-01-26 18:49:51","","e923328","","","26","","Med Sci Monit","","","","","","","","eng","","","","","PubMed","","PMID: 32369458 PMCID: PMC7218969","","C:\Users\trent\Zotero\storage\W8UZPCVJ\Shi et al. - 2020 - Exosomes Derived from Bone Marrow Stromal Cells (B.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/32369458","","Animals; Apoptosis; Bone and Bones; Bone Marrow Cells; Cell Proliferation; Cells, Cultured; China; Exosomes; Inflammation; Macrophage Activation; Macrophages; Male; Mesenchymal Stem Cell Transplantation; Mesenchymal Stem Cells; Mice; Mice, Inbred C57BL; Tendon Injuries; Tendons; Wound Healing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42RUWVSI","journalArticle","2019","Zhu, Yu; Jia, Yachao; Wang, Yanmao; Xu, Jia; Chai, Yimin","Impaired Bone Regenerative Effect of Exosomes Derived from Bone Marrow Mesenchymal Stem Cells in Type 1 Diabetes","Stem Cells Translational Medicine","","2157-6580","10.1002/sctm.18-0199","","Stem cell-derived exosomes have exhibited promise for applications in tissue regeneration. However, one major problem for stem cell-derived exosome therapies is identifying appropriate source cells. In the present study, we aimed to compare the bone regenerative effect of exosomes secreted by bone marrow mesenchymal stem cells (BMSCs) derived from type 1 diabetes rats (dBMSC-exos) and exosomes secreted by BMSCs derived from normal rats (nBMSC-exos). BMSCs were isolated from rats with streptozotocin-induced diabetes and normal rats. dBMSC-exos and nBMSC-exos were isolated by an ultracentrifugation method and identified. The effects of dBMSC-exos and nBMSC-exos on the proliferation and migration of BMSCs and human umbilical vein endothelial cells (HUVECs) were investigated. The effects of exosomes on the osteogenic differentiation of BMSCs and the angiogenic activity of HUVECs were compared. Finally, a rat calvarial defect model was used to compare the effects of exosomes on bone regeneration and neovascularization in vivo. In vitro, dBMSC-exos and nBMSC-exos both enhanced the osteogenic differentiation of BMSCs and promoted the angiogenic activity of HUVECs, but nBMSC-exos had a greater effect than dBMSC-exos. Similarly, in vivo, both dBMSC-exos and nBMSC-exos promoted bone regeneration and neovascularization in rat calvarial defects, but the therapeutic effect of nBMSC-exos was superior to that of dBMSC-exos. The present study demonstrates for the first time that the bone regenerative effect of exosomes derived from BMSCs is impaired in type 1 diabetes, indicating that for patients with type 1 diabetes, the autologous transplantation of BMSC-exos to promote bone regeneration may be inappropriate. Stem Cells Translational Medicine 2019;8:593-605.","2019-06","2024-01-26 18:49:51","2024-01-26 18:49:51","","593-605","","6","8","","Stem Cells Transl Med","","","","","","","","eng","","","","","PubMed","","PMID: 30806487 PMCID: PMC6525563","","","http://www.ncbi.nlm.nih.gov/pubmed/30806487","","Angiogenesis; Animals; Bone Diseases; Bone regeneration; Bone Regeneration; Cell Differentiation; Cell Movement; Cell Proliferation; Diabetes Mellitus, Experimental; Disease Models, Animal; Exosomes; Human Umbilical Vein Endothelial Cells; Humans; Male; Mesenchymal Stem Cells; Neovascularization, Physiologic; Osteogenesis; Rats; Rats, Sprague-Dawley; Type 1 diabetes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9I7GMBH","journalArticle","2022","Qi, Lei; Ge, Weiwen; Pan, Cancan; Jiang, Weidong; Lin, Dan; Zhang, Lei","Compromised osteogenic effect of exosomes internalized by senescent bone marrow stem cells via endocytoses involving clathrin, macropinocytosis and caveolae","Frontiers in Bioengineering and Biotechnology","","2296-4185","10.3389/fbioe.2022.1090914","","Stem cell senescence leads to progressive functional declines and disrupts the physiological homeostasis of bone environment. Stem cell-derived exosomes are emerging as promising therapeutical approaches to treat diverse aging-related osseous diseases. Herein, a previously reported osteoinductive exosome (OI-exo) was applied as a therapeutic agent for bone repair in aging individuals and its internalization mechanisms in senescent bone marrow stem cells (BMSCs) were explored. The results demonstrated that OI-exos derived from young BMSCs could partially rescue the proliferation, osteogenic differentiation and alleviate aging phenotypes in vitro. OI-exo-delivered hierarchical mesoporous bioactive glass (MBG) scaffold effectively promote in vivo bone formation in aging rat cranial defect model. However, the osteogenic effects of OI-exo both in vitro and in vivo were compromised in senescent individuals and for aging BMSCs compared to younger ones. This study revealed that non-senescent BMSCs internalized exosomes exclusively via clathrin-mediated endocytosis, while senescent BMSCs additionally evoked macropinocytosis and caveolae-mediated endocytosis to mediate the internalization of exosomes. The alteration of endocytic manner of senescent BMSCs and the involvement of macropinocytosis might be responsible for the compromised effects of therapeutical exosomes. The phenomena discovered in this study could also be extended to other scenarios where drugs or treatments exerted compromised effects in aging individuals. The influence of endocytic manner, avoidance of macropinocytosis-related negative effects should be taken into considerations in future therapeutic design for aging populations.","2022","2024-01-26 18:49:51","2024-01-26 18:49:51","","1090914","","","10","","Front Bioeng Biotechnol","","","","","","","","eng","","","","","PubMed","","PMID: 36686252 PMCID: PMC9846034","","","http://www.ncbi.nlm.nih.gov/pubmed/36686252","","bone marrow stem cells; bone regeneration; endocytosis; exosomes; osteogenic differentiation; senescence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKTTFZDU","journalArticle","2023","Zhao, Xiaoying; Chen, Ximiao; Deng, Yuxin; Wu, Chenyu; Ruan, Zihang; Li, Chenchao; Chen, Yu; Bei, Chaoyong; Zhu, Linyong; Yu, Huachen; Zhang, Xiaolei","A novel adhesive dual-sensitive hydrogel for sustained release of exosomes derived from M2 macrophages promotes repair of bone defects","Materials Today. Bio","","2590-0064","10.1016/j.mtbio.2023.100840","","The repair of bone defects remains a huge clinical challenge. M2 macrophage-derived exosomes (M2-Exos) can act as immunomodulators to promote fracture healing; however, how to retain the sustained release of exosomes to the target area remains a challenge. Here, we report a composite hydrogel loaded with M2-Exos aiming to accelerate bone defect healing. It was verified that the F127/HA-NB hydrogel had a dense network structure, tissue adhesiveness, and dual sensitivity to temperature and light. F127/HA-NB loaded with M2-Exos (M2-Exos@F127/HA-NB) exhibited good biocompatibility and achieved sustained release of exosomes for up to two weeks. The study showed that both M0-Exos and M2-Exos@F127/HA-NB significantly promoted osteogenic differentiation of rat bone marrow mesenchymal stem cells. The mechanism study implied that M2-Exos activates the Wnt/β-catenin signaling pathway to promote osteogenic differentiation of BMSCs. Finally, we evaluated the osteogenetic effects of M2-Exos@F127/HA-NB in a rat cranial defect model, and the results showed that M2-Exos@F127/HA-NB had superior bone regeneration-promoting effects. This study provides a new strategy for cell-free treatment of bone defects.","2023-12","2024-01-26 18:49:51","2024-01-26 18:49:51","","100840","","","23","","Mater Today Bio","","","","","","","","eng","","","","","PubMed","","PMID: 38075254 PMCID: PMC10701361","","","http://www.ncbi.nlm.nih.gov/pubmed/38075254","","Bone defect repair; Exosome; F127/HA-NB hydrogel; M2 macrophage; Wnt/β-catenin signaling pathway","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
